OWNER_ID,AGE,GENDER,CITY_ID,CITY_DISTRICT,BREED1,BREED1_MIX,BREED2,RACE_TYPE,DOGS_YEAR_OF_BIRTH,DOGS_COLOR,AGE_YEARS,BREED_REDUCED_Beagle,BREED_REDUCED_Berner Sennenhund,BREED_REDUCED_Bolonka Zwetna,BREED_REDUCED_Border Collie,BREED_REDUCED_Cairn Terrier,BREED_REDUCED_Chihuahua,BREED_REDUCED_Cocker Spaniel,BREED_REDUCED_Dachshund,BREED_REDUCED_Dackel,BREED_REDUCED_Deutscher Schäfer,BREED_REDUCED_Französische Bulldogge,BREED_REDUCED_Golden Retriever,BREED_REDUCED_Jack Russel Terrier,BREED_REDUCED_Labrador Retriever,BREED_REDUCED_Malteser,BREED_REDUCED_Mischling gross,BREED_REDUCED_Mischling klein,BREED_REDUCED_Mops,BREED_REDUCED_Other,BREED_REDUCED_Pekingese,BREED_REDUCED_Pinscher,BREED_REDUCED_Pudel,BREED_REDUCED_Schäfer,BREED_REDUCED_Shih Tzu,BREED_REDUCED_Terrier,BREED_REDUCED_West Highland White Terrier,BREED_REDUCED_Yorkshire Terrier,BREED_REDUCED_Zwergpinscher,BREED_REDUCED_Zwergpudel,BREED_REDUCED_Zwergspitz
108391,31-40,w,-1.664550857341318,-1.6899201574717344,Scottish Terrier,,,K,2009,schwarz,-0.015833552479684706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108409,51-60,w,1.0988499052956164,1.036604558342926,Appenzeller,Mischling,,I,2010,tricolor,-0.035993748814635323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108410,61-70,w,0.17771631774997163,0.12776298640470576,Cairn Terrier,,,K,2006,wheaton,0.04464703652516715,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108412,51-60,m,-0.12932821143190995,-0.14488948517676026,Yorkshire Terrier,,,K,2004,steelblue/tan,0.08496742919506839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
108418,61-70,w,-1.664550857341318,-1.6899201574717344,Chihuahua,,,K,2010,schwarz/braun,-0.035993748814635323,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108442,31-40,m,0.48476084693185323,0.43071017705077913,Mops,,,K,2011,beige/schwarz,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
108446,21-30,w,1.405894434477498,1.400141187118214,Rehpinscher,,Zwergpinscher,K,2010,schwarz/braun,-0.035993748814635323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108452,41-50,m,-0.43637274061379155,-0.478131394887441,Englische Bulldogge,,,I,2009,weiss/braun,-0.015833552479684706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108460,51-60,m,0.7918053761137348,0.7639520867614599,Pinscher,,,K,2011,rehbraun,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
108462,31-40,w,-0.43637274061379155,-0.478131394887441,Französische Bulldogge,,,K,2011,gestromt,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108464,31-40,w,-1.3575063281594362,-1.296088809631839,Boston Terrier,,,K,2004,schwarz/weiss,0.08496742919506839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108468,31-40,m,1.0988499052956164,1.1577834346013554,Hovawart,,,I,2007,schwarz Marken,0.02448684019021653,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108469,31-40,m,-1.3575063281594362,-1.3869729668256612,Shiba Inu,,,K,2011,rot,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108507,61-70,w,0.48476084693185323,0.4610048961153865,Mischling klein,,,K,2010,rot,-0.035993748814635323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
108514,51-60,m,0.48476084693185323,0.43071017705077913,Foxterrier,,,K,2011,tricolor,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108530,21-30,w,-1.664550857341318,-1.5990360002779125,Jack Russel Terrier,,,K,2011,tricolor,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108575,41-50,w,-0.43637274061379155,-0.478131394887441,Collie,,,I,2011,tricolor,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108586,41-50,w,1.0988499052956164,1.036604558342926,Bichon frisé,,Malteser,K,2011,weiss,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108592,31-40,w,1.0988499052956164,1.1577834346013554,Pinscher,Mischling,,K,2010,rot,-0.035993748814635323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
108598,51-60,m,-0.7434172697956731,-0.750783866468907,Akita Inu,,,I,2006,brindle,0.04464703652516715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108599,51-60,m,-1.0504617989775547,-1.0537310571149805,Mischling gross,,,I,2010,weiss/schwarz,-0.035993748814635323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108607,41-50,w,1.405894434477498,1.3395517489889992,Deutscher Grossspitz,,,I,2011,weiss,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108607,41-50,w,1.405894434477498,1.3395517489889992,Deutscher Grossspitz,,,I,2011,weiss,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108608,71-80,w,0.7918053761137348,0.7336573676968525,Zwergpudel,,,K,2011,schwarz,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
108641,71-80,w,1.0988499052956164,1.036604558342926,Mops,,,K,2011,schwarz,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
108666,51-60,m,1.0988499052956164,1.036604558342926,Pinscher,,,K,2011,black/tan,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
108669,51-60,w,0.48476084693185323,0.4610048961153865,Malteser,,,K,2011,weiss,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108722,21-30,w,1.0988499052956164,1.1577834346013554,Zwergspitz,,Pomeranian,K,2011,weiss,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
108724,51-60,w,-1.3575063281594362,-1.3263835286964465,Pinscher,,,K,2011,schwarz,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
108769,61-70,m,-1.3575063281594362,-1.3869729668256612,Welsh Terrier,,,K,2010,black/tan,-0.035993748814635323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108770,21-30,w,0.48476084693185323,0.4610048961153865,Zwergspitz,,Pomeranian,K,2013,weiss/creme,-0.09647433781948718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
108770,21-30,w,0.48476084693185323,0.4610048961153865,Chihuahua,,,K,2011,braun,-0.05615394514958594,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108830,51-60,m,-0.43637274061379155,-0.478131394887441,Labrador Retriever,,,I,2010,schwarz,-0.035993748814635323,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108831,21-30,w,-1.664550857341318,-1.5990360002779125,Mischling gross,,,I,2008,schwarz,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108833,51-60,w,-1.3575063281594362,-1.296088809631839,Yorkshire Terrier,,,K,2011,black/tan,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
108834,71-80,w,-1.3575063281594362,-1.3263835286964465,Malteser,Mischling,,K,2011,schwarz/weiss,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108845,51-60,w,-0.43637274061379155,-0.478131394887441,Border Collie,,,I,2010,schwarz/weiss,-0.035993748814635323,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108873,41-50,w,0.48476084693185323,0.4610048961153865,Pudel,,Malteser,K,2010,schwarz/weiss,-0.035993748814635323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
108888,51-60,w,0.7918053761137348,0.7639520867614599,Pudel,Mischling,,Unknown,2005,schwarz/weiss,0.06480723286011776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
108897,31-40,w,-1.9715953865231994,-1.9928673481178079,Mischling klein,,,K,2008,schwarz/braun,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
109109,41-50,m,-0.12932821143190995,-0.1751842042413676,Golden Retriever,,,I,2002,blondfarben,0.12528782186496962,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109126,31-40,m,-1.3575063281594362,-1.3263835286964465,Mischling klein,,,K,2011,weiss,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
109129,31-40,w,-1.664550857341318,-1.6899201574717344,Australian Cattle Dog,,,I,2011,grau/weiss/braun,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109130,21-30,w,1.0988499052956164,1.1577834346013554,Border Collie,,,I,2002,schwarz/weiss,0.12528782186496962,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109138,51-60,m,-1.0504617989775547,-1.0840257761795877,Labrador Retriever,,,I,2011,schwarz,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109142,61-70,m,0.7918053761137348,0.7336573676968525,Zwergpudel,,,K,2011,black/tan,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
109151,21-30,w,0.17771631774997163,0.18835242453392045,Jack Russel Terrier,,,K,2009,tricolor,-0.015833552479684706,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109153,41-50,m,0.17771631774997163,0.12776298640470576,Mischling klein,,,K,2008,schwarz/weiss,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
109156,51-60,m,-1.664550857341318,-1.6899201574717344,Deutscher Schäfer,,,I,2011,grau,-0.05615394514958594,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109167,31-40,m,-1.3575063281594362,-1.296088809631839,American Bulldog,,,I,2008,weiss gestromt,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109173,41-50,m,0.48476084693185323,0.4610048961153865,Yorkshire Terrier,,,K,2008,schwarz/braun,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
109174,41-50,w,-0.12932821143190995,-0.08430004704754558,Labrador Retriever,,,I,2014,braun,-0.1166345341544378,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109174,41-50,w,-0.12932821143190995,-0.08430004704754558,Labrador Retriever,,,I,2011,braun,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109177,31-40,w,-0.12932821143190995,-0.11459476611215293,Kooiker,,,K,2011,weiss/orange,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109185,51-60,w,-0.12932821143190995,-0.1751842042413676,Mischling gross,,,I,2011,braun,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109190,51-60,w,1.0988499052956164,1.1577834346013554,Jack Russel Terrier,,,K,2011,weiss/braun,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109196,71-80,w,1.405894434477498,1.3698464680536067,Vizsla,,,I,2004,rehbraun,0.08496742919506839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109198,51-60,w,0.7918053761137348,0.7336573676968525,Malteser,,Yorkshire Terrier,K,2004,beige,0.08496742919506839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109203,31-40,w,1.0988499052956164,1.036604558342926,Yorkshire Terrier,,,K,2003,braun/schwarz,0.105127625530019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
109236,21-30,w,-0.12932821143190995,-0.08430004704754558,Australian Shepherd,,,I,2010,tricolor,-0.035993748814635323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109247,51-60,m,-1.0504617989775547,-1.0537310571149805,Schnauzer,,Terrier,I,2008,schwarz,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109248,21-30,m,1.405894434477498,1.400141187118214,Mops,,,K,2011,beige,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
109251,51-60,w,0.48476084693185323,0.43071017705077913,Collie,,,I,2008,gold/sable,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109251,51-60,w,0.48476084693185323,0.43071017705077913,Collie,,,I,2008,blue/merle,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109259,71-80,w,1.0988499052956164,1.1577834346013554,Golden Retriever,,,I,2008,golden,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109261,71-80,m,-0.12932821143190995,-0.08430004704754558,Labradoodle,,,I,2011,apricot,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109294,41-50,w,1.0988499052956164,1.036604558342926,Briard,,Bearded Collie,I,2006,beige/grau,0.04464703652516715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109365,71-80,w,-0.12932821143190995,-0.14488948517676026,Bolonka Zwetna,,,K,2011,black/tan,-0.05615394514958594,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109465,31-40,w,-1.3575063281594362,-1.3869729668256612,Papillon,Mischling,,K,2004,schwarz/weiss,0.08496742919506839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109468,41-50,w,-0.12932821143190995,-0.1751842042413676,Chihuahua,,,K,2004,hellbraun,0.08496742919506839,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109469,41-50,m,1.0988499052956164,1.1577834346013554,Flat Coated Retriever,,,I,2011,schwarz,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109470,51-60,w,-0.43637274061379155,-0.478131394887441,Zwergspitz,,,K,2010,creme,-0.035993748814635323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
109471,61-70,w,0.17771631774997163,0.12776298640470576,Shih Tzu,,,K,2012,grau meliert,-0.07631414148453655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
109471,61-70,w,0.17771631774997163,0.12776298640470576,Shih Tzu,,,K,2009,grau/schwarz,-0.015833552479684706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
109472,31-40,w,-1.9715953865231994,-1.9322779099885932,Labrador Retriever,,,I,2003,schwarz,0.105127625530019,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109474,41-50,m,1.0988499052956164,1.2789623108597845,Papillon,,,K,2011,zobel/rot,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109481,61-70,w,-0.12932821143190995,-0.08430004704754558,Cairn Terrier,,,K,2011,beige/grau,-0.05615394514958594,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109486,51-60,w,-0.12932821143190995,-0.14488948517676026,Zwergdachshund,,,K,2009,schwarz/rot,-0.015833552479684706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109490,31-40,w,1.0988499052956164,1.036604558342926,Chihuahua,,,K,2011,tricolor,-0.05615394514958594,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109491,71-80,w,-1.3575063281594362,-1.3263835286964465,Beagle,,,K,2007,tricolor,0.02448684019021653,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109510,41-50,m,1.0988499052956164,1.036604558342926,Jack Russel Terrier,,,K,2013,tricolor,-0.09647433781948718,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109510,41-50,m,1.0988499052956164,1.036604558342926,Jack Russel Terrier,,,K,2011,tricolor,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109515,21-30,w,0.48476084693185323,0.4610048961153865,Yorkshire Terrier,,,K,2009,schwarz/braun,-0.015833552479684706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
109516,31-40,w,-0.43637274061379155,-0.478131394887441,Malinois,,,I,2007,fauve,0.02448684019021653,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109545,31-40,w,1.0988499052956164,1.1577834346013554,Kuvasz,,Pyrenäen,I,2004,weiss,0.08496742919506839,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109551,21-30,w,-0.12932821143190995,-0.14488948517676026,Mops,,,K,2010,schwarz,-0.035993748814635323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
109552,31-40,w,-1.0504617989775547,-1.0537310571149805,Havaneser,,,K,2011,weiss/braun,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109555,51-60,m,0.48476084693185323,0.4610048961153865,Dogo Argentino,,,I,2003,weiss,0.105127625530019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109615,41-50,m,1.0988499052956164,1.2789623108597845,Golden Retriever,,,I,2002,beige,0.12528782186496962,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109619,31-40,m,1.405894434477498,1.400141187118214,West Highland White Terrier,,Lhasa Apso,K,2011,schwarz,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
109627,41-50,m,1.0988499052956164,1.1577834346013554,Beagle,,,K,2011,tricolor,-0.05615394514958594,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109628,31-40,m,-1.664550857341318,-1.6293307193425197,Magyar Viszla,,,I,2011,gelb,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109630,61-70,w,1.0988499052956164,1.036604558342926,Französische Bulldogge,,,K,2011,schwarz gestromt,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109640,31-40,m,0.48476084693185323,0.4610048961153865,Retriever,,Labrador Retriever,I,2006,schwarz,0.04464703652516715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109644,31-40,w,1.0988499052956164,1.2789623108597845,Mops,,,K,2012,schwarz,-0.07631414148453655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
109644,31-40,w,1.0988499052956164,1.2789623108597845,Mops,,,K,2011,schwarz,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
109651,31-40,m,-1.664550857341318,-1.5990360002779125,Border,,,I,2008,schwarz,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109664,31-40,m,-0.43637274061379155,-0.478131394887441,Shih Tzu,,,K,2011,tricolor,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
109665,51-60,w,0.48476084693185323,0.43071017705077913,Pinscher,,,K,2011,braun/weiss/beige,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
109666,71-80,m,0.17771631774997163,0.12776298640470576,Zwergschnauzer,,,K,2011,schwarz,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109684,21-30,w,-0.7434172697956731,-0.7810785855335144,Mischling gross,,,I,2009,braun/weiss,-0.015833552479684706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109685,41-50,m,0.17771631774997163,0.18835242453392045,Berner Sennenhund,,,I,2007,schwarz/braun/weiss,0.02448684019021653,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109707,51-60,m,1.0988499052956164,1.2789623108597845,Deutscher Schäfer,,,I,2012,schwarz/braun,-0.07631414148453655,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109714,21-30,w,1.405894434477498,1.3698464680536067,Pinscher,,,K,2008,schwarz/braun,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
109722,41-50,w,-1.664550857341318,-1.5990360002779125,Bergamasker,,Border Collie,I,2011,tricolor,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109723,41-50,w,-0.12932821143190995,-0.08430004704754558,Shih Tzu,,,K,2011,schwarz,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
109725,41-50,w,-1.0504617989775547,-1.0537310571149805,Labradoodle,,,I,2011,braun/weiss,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109727,41-50,w,1.405894434477498,1.400141187118214,Boxer,,Dalmatiner,I,2011,schwarz/weiss,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
109756,81-90,w,0.7918053761137348,0.7639520867614599,Yorkshire Terrier,,,K,2011,schwarz/braun/grau,-0.05615394514958594,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
109760,31-40,w,0.7918053761137348,0.7336573676968525,Schäfer,,Labrador Retriever,I,2001,braun/schwarz,0.14544801819992023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
109760,31-40,w,0.7918053761137348,0.7336573676968525,Schäfer,,Labrador Retriever,I,2001,schwarz,0.14544801819992023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
109768,41-50,m,0.7918053761137348,0.7336573676968525,Mischling klein,,,K,2008,braun,0.004326643855265913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
